,name,url,price,rating,review,ASIN,Manufacturer,Product Description
0,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzkyMDc1NzM1OTQ5MzUyOjE2ODUxMTcyMjY6c3BfYXRmOjIwMTE2ODc5MTczOTk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dbags%26qid%3D1685117226%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"₹4,990",4.4 out of 5 stars,80,B09ZYQJHXR,Encon Impex Pvt Ltd,
1,Red Lemon Unisex-adult Bange Series Rhombus Shell Design Waterproof Sling Bag with USB Charging,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzkyMDc1NzM1OTQ5MzUyOjE2ODUxMTcyMjY6c3BfYXRmOjIwMTE2ODgyMTgxMDk4OjowOjo&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dbags%26qid%3D1685117226%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"₹1,999",4.4 out of 5 stars,73,BG7213,B09VGNTDRZ,
2,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?keywords=bags&qid=1685117226&sr=8-3,₹598,4.3 out of 5 stars,"10,944",B084JGJ8PF,"‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039",
3,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?keywords=bags&qid=1685117226&sr=8-4,"₹1,199",4.0 out of 5 stars,"54,226",B07CJCGM1M,‎0.5 Kilograms,
4,Skybags Brat Black 46 Cms Casual Backpack,https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?keywords=bags&qid=1685117226&sr=8-5,₹669,4.1 out of 5 stars,"4,558",B08Z1HHHTD,VIP Industries Ltd,"Ideal for a college student who does not carry a lot of books or laptop to college. Very stylish, slim and feature loaded Backpack"
5,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_6?keywords=bags&qid=1685117226&sr=8-6,₹499,3.9 out of 5 stars,806,B09TPX22NF,ADISA,
6,"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_7?keywords=bags&qid=1685117226&sr=8-7,"₹1,299",4.2 out of 5 stars,207,B0BTD4FK9G,EXPERTS,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
7,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_8?keywords=bags&qid=1685117226&sr=8-8,₹699,4.0 out of 5 stars,"4,037",B09VTDMRY7,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
8,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_9?keywords=bags&qid=1685117226&sr=8-9,₹699,4.0 out of 5 stars,"4,037",B09VTCNN75,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
9,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_10?keywords=bags&qid=1685117226&sr=8-10,₹899,4.3 out of 5 stars,"5,931",Fur Jaden,20 December 2018,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel
10,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzkyMDc1NzM1OTQ5MzUyOjE2ODUxMTcyMjY6c3BfbXRmOjIwMTQ2NTQzMDk0NDk4OjowOjo&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_11_sspa%3Fkeywords%3Dbags%26qid%3D1685117226%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹529,3.9 out of 5 stars,"15,936",B085MHDJ93,Amazing Bags,
11,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzkyMDc1NzM1OTQ5MzUyOjE2ODUxMTcyMjY6c3BfbXRmOjIwMDkyNTI1OTc5Njk4OjowOjo&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_12_sspa%3Fkeywords%3Dbags%26qid%3D1685117226%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹699,4.0 out of 5 stars,"4,037",B09VTCNN75,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
12,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_13?keywords=bags&qid=1685117226&sr=8-13,₹248,4.0 out of 5 stars,"19,042",B07Q7CNPMV,Safari Industries (India) Ltd,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment."
13,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_14?keywords=bags&qid=1685117226&sr=8-14,₹599,3.8 out of 5 stars,"2,038",LEGEND-1,B09QJ7ZF2Y,
14,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_15?keywords=bags&qid=1685117226&sr=8-15,₹529,3.9 out of 5 stars,"15,936",B085MHDJ93,Amazing Bags,
15,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_16?keywords=bags&qid=1685117226&sr=8-16,₹698,4.1 out of 5 stars,"1,279",B098QFF5TJ,Wesley,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag
16,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_17?keywords=bags&qid=1685117226&sr=8-17,₹899,3.9 out of 5 stars,"9,508",B08YZ8FFBZ,"Akshaya Rubbers, Hebbal Industrial Area, Mysore",
17,ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Grey),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_18?keywords=bags&qid=1685117226&sr=8-18,₹599,3.8 out of 5 stars,143,B0BPVLXD53,ADISA,
18,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_19?keywords=bags&qid=1685117226&sr=8-19,"₹1,099",4.3 out of 5 stars,"5,602","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366",‎Gear Merchandise PVT LTD,
19,"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_20?keywords=bags&qid=1685117226&sr=8-20,₹889,4.3 out of 5 stars,685,B097JHQH13,Safari,"How do you describe a Perfect Backpack? Spacious enough to carry a lot of stuff, yet Light Weight! Padded Laptop Sleeve to keep it secure and sound. Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Glitter School Bag."
20,Red Lemon BANGE Multifunctional Waterproof Anti-Thief Sling Bag with USB Charging (Camo),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzkyMDc1NzM1OTQ5MzUyOjE2ODUxMTcyMjY6c3BfYnRmOjIwMTE2ODc5MTczODk4OjowOjo&url=%2FRed-Lemon-Multifunctional-Waterproof-Anti-Thief%2Fdp%2FB0B12VQFVC%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dbags%26qid%3D1685117226%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,899",4.3 out of 5 stars,146,B0B12VQFVC,Encon Impex Pvt Ltd,
21,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzkyMDc1NzM1OTQ5MzUyOjE2ODUxMTcyMjY6c3BfYnRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dbags%26qid%3D1685117226%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹7,499",4.5 out of 5 stars,51,B0B7X81X69,Designed By Mokobara Lifestyle Private Limited,
22,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzMxMDA0ODExODUxNjg1OjE2ODUxMTcyMzg6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dbags%26qid%3D1685117238%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹529,3.9 out of 5 stars,"15,936",B085MHDJ93,Amazing Bags,
23,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzMxMDA0ODExODUxNjg1OjE2ODUxMTcyMzg6c3BfYXRmX25leHQ6MjAwOTI1MjU5Nzk2OTg6OjA6Og&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dbags%26qid%3D1685117238%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹699,4.0 out of 5 stars,"4,037",B09VTCNN75,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
24,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_19?keywords=bags&qid=1685117238&sr=8-19,₹649,4.4 out of 5 stars,"3,049",B08R7RPVJF,"‎Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India",
25,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_20?keywords=bags&qid=1685117238&sr=8-20,₹199,3.7 out of 5 stars,"6,453",Gear Merchandise PVT LTD,17 December 2015,
26,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_21?keywords=bags&qid=1685117238&sr=8-21,₹598,4.3 out of 5 stars,"10,944",B085S444JV,"‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039",
27,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_22?keywords=bags&qid=1685117238&sr=8-22,₹988,4.4 out of 5 stars,"5,704",B07G4F6XFH,Gear Merchandise PVT LTD,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
28,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_23?keywords=bags&qid=1685117238&sr=8-23,₹799,3.8 out of 5 stars,"2,714",B09B26VHXV,Safari Industries,
29,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_24?keywords=bags&qid=1685117238&sr=8-24,₹749,3.9 out of 5 stars,"2,770",B09VCLZ3K4,Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
30,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_25?keywords=bags&qid=1685117238&sr=8-25,₹834,4.0 out of 5 stars,"5,577",B07XVMR33Q,Atulitu Agency,
31,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_26?keywords=bags&qid=1685117238&sr=8-26,₹843,3.7 out of 5 stars,829,B08WQ668WJ,Atulitu Agency,"A super-slim design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.Product Description"
32,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzMxMDA0ODExODUxNjg1OjE2ODUxMTcyMzg6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_27_sspa%3Fkeywords%3Dbags%26qid%3D1685117238%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹5,999",4.5 out of 5 stars,592,B09V7R98XC,"Designed By Mokobara Lifestyle Private Limited, Bangalore.",
33,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzMxMDA0ODExODUxNjg1OjE2ODUxMTcyMzg6c3BfbXRmOjIwMTE2ODc5MTczOTk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_28_sspa%3Fkeywords%3Dbags%26qid%3D1685117238%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹4,990",4.4 out of 5 stars,80,B09ZYQJHXR,Encon Impex Pvt Ltd,
34,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_29?keywords=bags&qid=1685117238&sr=8-29,₹497,4.3 out of 5 stars,"12,764",B07PLKV6D1,"‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039",
35,"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_30?keywords=bags&qid=1685117238&sr=8-30,₹849,4.3 out of 5 stars,"5,212",B07YDGQQN5,Fur Jaden,
36,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_31?keywords=bags&qid=1685117238&sr=8-31,₹849,3.9 out of 5 stars,851,B09B25Z8M2,Safari Industries,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips."
37,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue, L (QUILL19CBBLU)",https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B28TKLG/ref=sr_1_32?keywords=bags&qid=1685117238&sr=8-32,₹849,4.0 out of 5 stars,602,B09B28TKLG,Safari Industries,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips."
38,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_33?keywords=bags&qid=1685117238&sr=8-33,₹569,4.0 out of 5 stars,317,B0BS6QQZYN,SHABA BAGS,"Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes"
39,ADISA Light Weight Laptop Backpack 32 Ltrs,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_34?keywords=bags&qid=1685117238&sr=8-34,₹499,4.0 out of 5 stars,"5,861",B07F3X45WZ,ADISA,
40,"POLESTAR Vintage 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",https://www.amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_35?keywords=bags&qid=1685117238&sr=8-35,₹549,3.9 out of 5 stars,"8,842",POLESTAR,13 November 2019,
41,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_36?keywords=bags&qid=1685117238&sr=8-36,₹425,4.3 out of 5 stars,"12,764",B07K8KLB3P,"‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039",
